jose	[0, 0, 1.0]
wirefram	[0, 1.0, 0]
beach	[0, 0, 1.0]
continent	[0, 0, 1.0]
perceiv	[0.5, 0.5, 0]
stan	[1.0, 0, 0]
washington	[0, 0.5714285714285714, 0.42857142857142855]
requir	[0.38461538461538464, 0.38461538461538464, 0.23076923076923078]
unt	[0, 1.0, 0]
registr	[0, 0.14285714285714285, 0.8571428571428571]
enorm	[0, 1.0, 0]
trivial	[0.5, 0.5, 0]
cfv	[0, 1.0, 0]
enter	[0, 0, 1.0]
bar	[0, 1.0, 0]
rep	[0, 0.6666666666666666, 0.3333333333333333]
telemat	[0, 1.0, 0]
multi	[0, 0, 1.0]
chariti	[1.0, 0, 0]
tour	[0, 1.0, 0]
gene	[0.5, 0, 0.5]
calalog	[0, 1.0, 0]
immedi	[0, 1.0, 0]
islam	[1.0, 0, 0]
eastern	[1.0, 0, 0]
bee	[0, 0.3333333333333333, 0.6666666666666666]
sticker	[1.0, 0, 0]
canticl	[1.0, 0, 0]
aspect	[0.5, 0.5, 0]
fallibl	[1.0, 0, 0]
contrib	[0, 1.0, 0]
remark	[0, 1.0, 0]
houston	[0, 1.0, 0]
horizon	[0, 1.0, 0]
totten	[0, 1.0, 0]
satisfactori	[0, 1.0, 0]
ellen	[0, 0, 1.0]
cross	[0, 0.75, 0.25]
neighbourhood	[1.0, 0, 0]
powel	[0, 1.0, 0]
invalu	[0, 0, 1.0]
dicipl	[1.0, 0, 0]
austin	[1.0, 0, 0]
wipe	[1.0, 0, 0]
checkbox	[0, 1.0, 0]
buchanan	[0, 0, 1.0]
usag	[0.5, 0.25, 0.25]
ghost	[0, 0.3333333333333333, 0.6666666666666666]
sabl	[0, 0, 1.0]
sublet	[0, 0, 1.0]
zurlo	[1.0, 0, 0]
sake	[1.0, 0, 0]
unomaha	[0, 1.0, 0]
iie	[0, 0, 1.0]
gatech	[0, 1.0, 0]
prioriti	[0, 0, 1.0]
rent	[0, 0, 1.0]
current	[0.1, 0.6, 0.3]
south	[0.5, 0, 0.5]
weit	[0, 1.0, 0]
captain	[0, 0, 1.0]
despar	[0, 0, 1.0]
geometri	[0, 1.0, 0]
meme	[1.0, 0, 0]
glen	[0, 1.0, 0]
vari	[0.25, 0.5, 0.25]
vine	[0, 0, 1.0]
kinda	[0, 0, 1.0]
nntpd	[0, 0, 1.0]
dad	[0, 0, 1.0]
tha	[0, 1.0, 0]
zenith	[0, 0, 1.0]
financi	[1.0, 0, 0]
morton	[0, 0, 1.0]
swinburn	[1.0, 0, 0]
maker	[0, 1.0, 0]
payabl	[0, 1.0, 0]
lcii	[0, 1.0, 0]
proven	[0, 0, 1.0]
triangl	[0, 1.0, 0]
ncr	[0, 1.0, 0]
respons	[0.2727272727272727, 0.36363636363636365, 0.36363636363636365]
amaz	[0, 0, 1.0]
situat	[0.6, 0.4, 0]
michael	[0.25, 0.5, 0.25]
fang	[0, 0, 1.0]
kenneth	[0, 1.0, 0]
wire	[1.0, 0, 0]
greatli	[0, 1.0, 0]
hesit	[0, 0, 1.0]
depth	[0.25, 0.5, 0.25]
sun	[0, 1.0, 0]
coplanar	[0, 1.0, 0]
charact	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
nation	[0.5, 0.5, 0]
usual	[1.0, 0, 0]
watson	[0.3333333333333333, 0.6666666666666666, 0]
institut	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
summari	[0, 1.0, 0]
creed	[1.0, 0, 0]
barri	[0, 1.0, 0]
rare	[1.0, 0, 0]
impract	[1.0, 0, 0]
destruct	[1.0, 0, 0]
stefan	[0, 1.0, 0]
trash	[0, 1.0, 0]
harm	[1.0, 0, 0]
cheng	[0, 0, 1.0]
misc	[0, 0.5, 0.5]
advanc	[0.125, 0.75, 0.125]
luxuri	[1.0, 0, 0]
resolut	[0, 1.0, 0]
weimar	[0, 1.0, 0]
reserv	[0, 1.0, 0]
quick	[0.5, 0.5, 0]
reliabl	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
ssd	[0, 0, 1.0]
international	[1.0, 0, 0]
kitchen	[0, 0, 1.0]
mil	[0, 1.0, 0]
hobnob	[1.0, 0, 0]
moi	[0, 0, 1.0]
materi	[0.25, 0.5, 0.25]
nearbi	[0, 1.0, 0]
davi	[1.0, 0, 0]
toolkit	[0, 0.6666666666666666, 0.3333333333333333]
upenn	[0, 1.0, 0]
jbrown	[1.0, 0, 0]
circuit	[1.0, 0, 0]
impress	[0, 1.0, 0]
leli	[1.0, 0, 0]
opinion	[0.45454545454545453, 0.18181818181818182, 0.36363636363636365]
lion	[1.0, 0, 0]
individu	[1.0, 0, 0]
denton	[0, 1.0, 0]
correctli	[0, 1.0, 0]
ricki	[0, 1.0, 0]
tune	[0, 1.0, 0]
arguabl	[1.0, 0, 0]
lifetim	[1.0, 0, 0]
saint	[1.0, 0, 0]
independ	[0.6, 0.4, 0]
fashion	[0, 1.0, 0]
enrag	[1.0, 0, 0]
ida	[1.0, 0, 0]
admit	[0.4, 0.4, 0.2]
short	[0.5, 0.5, 0]
implement	[0.5, 0.5, 0]
nois	[0, 1.0, 0]
colorview	[0, 1.0, 0]
norton	[0, 0, 1.0]
bin	[0, 1.0, 0]
mention	[0.5, 0.3333333333333333, 0.16666666666666666]
banner	[1.0, 0, 0]
stand	[0, 0.25, 0.75]
led	[0, 0, 1.0]
phillip	[0, 1.0, 0]
pyramid	[0, 0, 1.0]
joseph	[0, 0, 1.0]
adequ	[1.0, 0, 0]
org	[0.2, 0.4, 0.4]
nsw	[0, 1.0, 0]
denial	[1.0, 0, 0]
dogma	[1.0, 0, 0]
immort	[1.0, 0, 0]
monthli	[1.0, 0, 0]
bastard	[1.0, 0, 0]
letter	[0.6666666666666666, 0, 0.3333333333333333]
hunt	[0.3333333333333333, 0.6666666666666666, 0]
uncomfort	[1.0, 0, 0]
fortran	[0, 1.0, 0]
enlight	[1.0, 0, 0]
intimid	[1.0, 0, 0]
design	[0.25, 0.5, 0.25]
speedstar	[0, 1.0, 0]
develop	[0.3, 0.4, 0.3]
premis	[1.0, 0, 0]
diseas	[1.0, 0, 0]
pascal	[0, 1.0, 0]
lead	[0.3333333333333333, 0.6666666666666666, 0]
blocki	[0, 1.0, 0]
pompou	[1.0, 0, 0]
nasa	[0, 1.0, 0]
cview	[0, 1.0, 0]
parasit	[1.0, 0, 0]
paper	[0.2857142857142857, 0.2857142857142857, 0.42857142857142855]
cheapest	[0, 0, 1.0]
blood	[0.6666666666666666, 0, 0.3333333333333333]
prevent	[0.75, 0.25, 0]
doubt	[1.0, 0, 0]
anecdot	[1.0, 0, 0]
lutz	[0, 1.0, 0]
jpegsrc	[0, 1.0, 0]
rape	[1.0, 0, 0]
psilink	[1.0, 0, 0]
athula	[0, 1.0, 0]
hottest	[0, 0, 1.0]
introduc	[0.6666666666666666, 0.3333333333333333, 0]
spot	[0, 0.75, 0.25]
spec	[0, 1.0, 0]
maxtor	[0, 0, 1.0]
rashli	[0, 1.0, 0]
cire	[0, 0, 1.0]
month	[0, 0.3333333333333333, 0.6666666666666666]
dustcov	[0, 0, 1.0]
player	[0, 0.3333333333333333, 0.6666666666666666]
appli	[0.8, 0.2, 0]
field	[1.0, 0, 0]
move	[0, 0.5, 0.5]
liabil	[0, 1.0, 0]
fundament	[1.0, 0, 0]
wit	[1.0, 0, 0]
manowar	[0, 0, 1.0]
choe	[0, 0, 1.0]
mko	[0, 0, 1.0]
forc	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
nonprofession	[0, 1.0, 0]
cshw	[0, 1.0, 0]
movi	[0, 0.6, 0.4]
kuweit	[1.0, 0, 0]
model	[0, 0.4, 0.6]
cheapo	[0, 0, 1.0]
minor	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
detect	[1.0, 0, 0]
atheism	[1.0, 0, 0]
finit	[0, 1.0, 0]
bradlei	[0, 1.0, 0]
ei	[0, 0, 1.0]
royalti	[0, 1.0, 0]
dtmedin	[0, 0, 1.0]
step	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
mars	[0, 1.0, 0]
tale	[0.5, 0, 0.5]
hex	[0, 1.0, 0]
egyptian	[0, 0, 1.0]
magnu	[0, 0, 1.0]
poli	[0, 0, 1.0]
transceiv	[0, 0, 1.0]
makeup	[1.0, 0, 0]
irretriev	[0, 1.0, 0]
revok	[1.0, 0, 0]
dec	[0, 0.6666666666666666, 0.3333333333333333]
tychai	[0, 1.0, 0]
clock	[0, 1.0, 0]
compon	[0, 1.0, 0]
moon	[0, 0, 1.0]
fund	[1.0, 0, 0]
victim	[0.8, 0, 0.2]
nope	[0.5, 0, 0.5]
merit	[1.0, 0, 0]
overpopul	[1.0, 0, 0]
baltimor	[1.0, 0, 0]
nintendocontrol	[0, 0, 1.0]
rapist	[1.0, 0, 0]
postscript	[0, 1.0, 0]
vallei	[0, 0.5, 0.5]
unambigu	[1.0, 0, 0]
lee	[0, 0, 1.0]
obei	[1.0, 0, 0]
succumb	[0, 0, 1.0]
direct	[0.2857142857142857, 0.42857142857142855, 0.2857142857142857]
analyz	[0, 1.0, 0]
ffrf	[1.0, 0, 0]
dynam	[0, 1.0, 0]
system	[0.47368421052631576, 0.15789473684210525, 0.3684210526315789]
spatial	[0, 1.0, 0]
spl	[0, 0, 1.0]
livesei	[1.0, 0, 0]
codec	[0, 1.0, 0]
sensori	[1.0, 0, 0]
vicar	[1.0, 0, 0]
hit	[0, 0, 1.0]
mscrap	[0, 1.0, 0]
diener	[1.0, 0, 0]
ant	[0, 0, 1.0]
ratio	[0, 1.0, 0]
genedlaethol	[0, 1.0, 0]
captur	[0, 1.0, 0]
reput	[0, 1.0, 0]
plot	[0, 1.0, 0]
tue	[0, 1.0, 0]
rick	[0, 0.6666666666666666, 0.3333333333333333]
nuke	[0, 0, 1.0]
icu	[0, 0, 1.0]
initi	[0, 1.0, 0]
rocket	[0, 0, 1.0]
stealth	[1.0, 0, 0]
joint	[0, 1.0, 0]
gov	[0, 0.75, 0.25]
motherboard	[0, 0, 1.0]
jon	[1.0, 0, 0]
programm	[0, 1.0, 0]
inzero	[0, 0, 1.0]
manuel	[0, 0, 1.0]
pic	[0, 1.0, 0]
virtu	[1.0, 0, 0]
priest	[1.0, 0, 0]
automobil	[1.0, 0, 0]
constantin	[0, 0, 1.0]
dave	[0, 0.4, 0.6]
uniqu	[0, 1.0, 0]
cozzarelli	[0, 0, 1.0]
venom	[0, 0, 1.0]
morpholog	[0, 1.0, 0]
backlash	[1.0, 0, 0]
prnt	[0, 0, 1.0]
moron	[0, 1.0, 0]
expert	[0.5, 0.5, 0]
frequent	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
bitmap	[0, 1.0, 0]
economi	[0, 0, 1.0]
dan	[0.6666666666666666, 0.3333333333333333, 0]
close	[0.875, 0.125, 0]
sloppi	[0, 1.0, 0]
amann	[0, 1.0, 0]
provabl	[1.0, 0, 0]
thssjxy	[0, 0, 1.0]
orient	[0, 1.0, 0]
plastic	[0.25, 0, 0.75]
challang	[0, 0, 1.0]
mysit	[0, 1.0, 0]
vultur	[0, 0, 1.0]
ati	[0, 1.0, 0]
major	[0.2222222222222222, 0.4444444444444444, 0.3333333333333333]
cco	[0, 0, 1.0]
nobl	[0, 1.0, 0]
hassl	[0, 1.0, 0]
mine	[0.25, 0.25, 0.5]
schneider	[1.0, 0, 0]
shortli	[0, 1.0, 0]
haven	[0.3333333333333333, 0.5, 0.16666666666666666]
san	[0.3333333333333333, 0, 0.6666666666666666]
spangl	[1.0, 0, 0]
ceremoni	[1.0, 0, 0]
crate	[0, 0, 1.0]
upload	[0, 1.0, 0]
swamp	[0, 0, 1.0]
archer	[0, 0, 1.0]
pick	[0, 0.5, 0.5]
crai	[0, 1.0, 0]
pound	[0, 1.0, 0]
applic	[0.2222222222222222, 0.5555555555555556, 0.2222222222222222]
mout	[0, 0, 1.0]
nch	[0, 0, 1.0]
squash	[0, 1.0, 0]
fairli	[0.5, 0.5, 0]
quicktim	[0, 1.0, 0]
macromind	[0, 1.0, 0]
attempt	[0.8333333333333334, 0.16666666666666666, 0]
london	[0.5, 0.5, 0]
item	[0, 0, 1.0]
network	[0, 0.5714285714285714, 0.42857142857142855]
shadowg	[0, 0, 1.0]
centr	[0, 1.0, 0]
bigger	[0.5, 0.5, 0]
love	[0.25, 0.25, 0.5]
highli	[0.2, 0.6, 0.2]
gmt	[0, 1.0, 0]
gulshan	[0, 0, 1.0]
larger	[0.4, 0.2, 0.4]
ourselv	[1.0, 0, 0]
mohammad	[0.5, 0.5, 0]
rule	[0.7142857142857143, 0.14285714285714285, 0.14285714285714285]
compet	[1.0, 0, 0]
bother	[0, 0, 1.0]
america	[0.5, 0, 0.5]
receiv	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
danger	[0.5, 0.5, 0]
ey	[0, 0.5, 0.5]
content	[0.5, 0.5, 0]
ordinarili	[1.0, 0, 0]
fail	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
bb	[0, 0.6666666666666666, 0.3333333333333333]
miata	[0, 0, 1.0]
build	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
suppress	[1.0, 0, 0]
oac	[0, 1.0, 0]
miller	[0.5, 0, 0.5]
buddhism	[1.0, 0, 0]
sand	[1.0, 0, 0]
tetrahedron	[0, 1.0, 0]
entropi	[0, 1.0, 0]
resoult	[0, 1.0, 0]
dempster	[0, 0, 1.0]
joe	[0.25, 0.25, 0.5]
senior	[0, 0, 1.0]
fraction	[0, 0, 1.0]
export	[0, 1.0, 0]
contribut	[0.5, 0.5, 0]
willard	[0, 1.0, 0]
encroach	[1.0, 0, 0]
deterior	[1.0, 0, 0]
runtim	[0, 0, 1.0]
marc	[0, 0, 1.0]
equip	[0, 0.5, 0.5]
overlaid	[0, 1.0, 0]
driven	[1.0, 0, 0]
nth	[0, 0, 1.0]
maraud	[0, 0, 1.0]
ethernet	[0, 0, 1.0]
lynn	[1.0, 0, 0]
corrupt	[0, 1.0, 0]
sganet	[0, 0, 1.0]
ivr	[0, 1.0, 0]
margin	[0, 1.0, 0]
maxim	[1.0, 0, 0]
formul	[1.0, 0, 0]
select	[0.5, 0.5, 0]
addit	[0, 0.6666666666666666, 0.3333333333333333]
mistaken	[1.0, 0, 0]
minimum	[0.2, 0.2, 0.6]
crash	[0.25, 0.75, 0]
flame	[0, 0.6, 0.4]
net	[0.42857142857142855, 0.5714285714285714, 0]
housekeep	[0, 1.0, 0]
main	[0.6666666666666666, 0, 0.3333333333333333]
arrang	[0, 0.5, 0.5]
fidonet	[0, 0.5, 0.5]
studi	[1.0, 0, 0]
imaginari	[1.0, 0, 0]
coffe	[1.0, 0, 0]
hardcov	[1.0, 0, 0]
clip	[0, 1.0, 0]
format	[0, 1.0, 0]
control	[0.1111111111111111, 0, 0.8888888888888888]
felder	[1.0, 0, 0]
blueprint	[1.0, 0, 0]
pcx	[0, 1.0, 0]
ilbm	[0, 1.0, 0]
agnost	[1.0, 0, 0]
plan	[0.3333333333333333, 0.6666666666666666, 0]
silicon	[1.0, 0, 0]
facil	[0, 1.0, 0]
prior	[0, 1.0, 0]
mercuri	[0, 0.3333333333333333, 0.6666666666666666]
replai	[0, 1.0, 0]
uwaterloo	[0, 1.0, 0]
half	[0, 0.2, 0.8]
daredevil	[0, 0, 1.0]
book	[0.15384615384615385, 0.23076923076923078, 0.6153846153846154]
colleg	[0, 0.5, 0.5]
multiwai	[0, 1.0, 0]
dark	[0, 0.3333333333333333, 0.6666666666666666]
envelop	[0, 0, 1.0]
lai	[0, 0, 1.0]
illus	[0, 1.0, 0]
voter	[1.0, 0, 0]
trend	[1.0, 0, 0]
var	[0, 0, 1.0]
netherland	[0, 1.0, 0]
ignor	[1.0, 0, 0]
belt	[0, 1.0, 0]
lucki	[0, 1.0, 0]
todd	[0, 0, 1.0]
union	[0.3333333333333333, 0, 0.6666666666666666]
mount	[0, 0, 1.0]
garag	[0, 0, 1.0]
margaret	[1.0, 0, 0]
bit	[0.08333333333333333, 0.9166666666666666, 0]
analog	[1.0, 0, 0]
simultan	[0, 1.0, 0]
cormack	[0, 1.0, 0]
lotsa	[0, 0, 1.0]
choic	[0.375, 0.5, 0.125]
starter	[0, 1.0, 0]
wors	[0.5, 0.5, 0]
mjw	[0, 1.0, 0]
locat	[0, 0.75, 0.25]
hear	[0, 1.0, 0]
bewar	[1.0, 0, 0]
fool	[0, 1.0, 0]
caution	[0, 1.0, 0]
morph	[0, 1.0, 0]
backup	[0, 0, 1.0]
drug	[1.0, 0, 0]
messi	[0, 1.0, 0]
intern	[0, 0.8, 0.2]
eat	[0, 0.5, 0.5]
handmaid	[1.0, 0, 0]
audio	[0, 0.5, 0.5]
rai	[0, 1.0, 0]
spiderman	[0, 0, 1.0]
troubl	[0.16666666666666666, 0.8333333333333334, 0]
grapholog	[1.0, 0, 0]
spend	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
guardian	[0, 0, 1.0]
uncov	[1.0, 0, 0]
tube	[0, 0, 1.0]
dover	[0, 0, 1.0]
puzzl	[0, 0, 1.0]
kcach	[0, 0, 1.0]
cheap	[0.14285714285714285, 0.14285714285714285, 0.7142857142857143]
extrem	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
bitch	[0, 1.0, 0]
actual	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
fingertip	[0, 1.0, 0]
risc	[0, 1.0, 0]
technolog	[0.1111111111111111, 0.4444444444444444, 0.4444444444444444]
outcom	[1.0, 0, 0]
alpha	[0, 0, 1.0]
folk	[0.25, 0, 0.75]
sept	[0, 0, 1.0]
semi	[0, 1.0, 0]
measur	[0.25, 0.25, 0.5]
red	[0.3333333333333333, 0, 0.6666666666666666]
experiment	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
mwythu	[0, 1.0, 0]
sphere	[0, 1.0, 0]
ibm	[0.1, 0.5, 0.4]
cameron	[1.0, 0, 0]
encompass	[1.0, 0, 0]
import	[0.5, 0.5, 0]
mac	[0, 1.0, 0]
paint	[0, 0.4, 0.6]
wen	[0, 0, 1.0]
riot	[0, 0, 1.0]
solicit	[1.0, 0, 0]
columbu	[0, 1.0, 0]
sale	[0, 0, 1.0]
lha	[0, 1.0, 0]
born	[1.0, 0, 0]
singl	[0.42857142857142855, 0.14285714285714285, 0.42857142857142855]
bund	[1.0, 0, 0]
andrew	[0.5, 0, 0.5]
lack	[0.5, 0.5, 0]
hannov	[1.0, 0, 0]
destroi	[1.0, 0, 0]
thurber	[0, 1.0, 0]
battlechess	[0, 0, 1.0]
valid	[1.0, 0, 0]
recogn	[0.5, 0.5, 0]
extens	[0, 1.0, 0]
rayshad	[0, 1.0, 0]
stage	[0.6666666666666666, 0, 0.3333333333333333]
origin	[0.3333333333333333, 0.23809523809523808, 0.42857142857142855]
industri	[0.2, 0.6, 0.2]
futil	[1.0, 0, 0]
germani	[1.0, 0, 0]
monti	[0, 1.0, 0]
praetzel	[0, 1.0, 0]
jpl	[0, 1.0, 0]
modifi	[0.6666666666666666, 0.3333333333333333, 0]
seclud	[0, 0, 1.0]
mon	[0, 0, 1.0]
william	[0, 1.0, 0]
elsa	[0, 1.0, 0]
light	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
rochest	[0, 0, 1.0]
informationen	[1.0, 0, 0]
dagger	[0, 0, 1.0]
peopl	[0.7391304347826086, 0.13043478260869565, 0.13043478260869565]
calstat	[0, 0, 1.0]
broadwai	[0, 0, 1.0]
accomod	[0, 1.0, 0]
previous	[0.5, 0.5, 0]
aust	[0, 1.0, 0]
head	[0, 0.3333333333333333, 0.6666666666666666]
clarendon	[1.0, 0, 0]
alan	[0, 0, 1.0]
bank	[1.0, 0, 0]
dismiss	[1.0, 0, 0]
scholarli	[1.0, 0, 0]
counter	[0.5, 0, 0.5]
cloak	[0, 0, 1.0]
ogp	[0, 0, 1.0]
impli	[0.8, 0.2, 0]
inch	[0, 0, 1.0]
critiqu	[1.0, 0, 0]
understand	[0.5454545454545454, 0.36363636363636365, 0.09090909090909091]
fondamental	[0, 1.0, 0]
spectrum	[1.0, 0, 0]
incident	[0, 1.0, 0]
judaism	[1.0, 0, 0]
api	[0, 0.5, 0.5]
turbo	[0, 1.0, 0]
final	[0.2, 0.6, 0.2]
rob	[0.3333333333333333, 0, 0.6666666666666666]
wpd	[1.0, 0, 0]
brought	[0.5, 0, 0.5]
advic	[0, 1.0, 0]
fist	[0, 0.3333333333333333, 0.6666666666666666]
parallel	[0.16666666666666666, 0.5, 0.3333333333333333]
adob	[0, 1.0, 0]
photosynthesi	[1.0, 0, 0]
conwai	[1.0, 0, 0]
honor	[1.0, 0, 0]
twist	[1.0, 0, 0]
highland	[0, 0, 1.0]
cast	[1.0, 0, 0]
blocksmooth	[0, 1.0, 0]
mpeg	[0, 1.0, 0]
rchland	[0, 1.0, 0]
document	[0.2, 0.4, 0.4]
max	[0, 1.0, 0]
netlink	[0, 0, 1.0]
politisch	[1.0, 0, 0]
float	[0, 1.0, 0]
apt	[0, 0, 1.0]
hint	[0, 0.5, 0.5]
realiti	[0.6, 0.4, 0]
larg	[0.25, 0.125, 0.625]
orion	[0, 1.0, 0]
colon	[1.0, 0, 0]
allen	[1.0, 0, 0]
mud	[0, 0, 1.0]
indiana	[0, 1.0, 0]
forget	[0.5, 0.5, 0]
kawai	[0, 0, 1.0]
shelter	[1.0, 0, 0]
solntz	[1.0, 0, 0]
util	[0.14285714285714285, 0.2857142857142857, 0.5714285714285714]
doctrin	[0.5, 0.5, 0]
customiz	[0, 0, 1.0]
ftpabl	[0, 1.0, 0]
utah	[0, 1.0, 0]
workstat	[0, 1.0, 0]
foreign	[1.0, 0, 0]
behold	[0, 0, 1.0]
disch	[1.0, 0, 0]
subwoof	[0, 0, 1.0]
vital	[1.0, 0, 0]
xli	[0, 1.0, 0]
fp	[0, 1.0, 0]
darkhawk	[0, 0, 1.0]
edgar	[1.0, 0, 0]
unbeliev	[1.0, 0, 0]
bmw	[0, 0, 1.0]
recogniz	[0, 1.0, 0]
obviou	[0.6666666666666666, 0.3333333333333333, 0]
ork	[1.0, 0, 0]
ra	[1.0, 0, 0]
hous	[0, 0.5, 0.5]
col	[0, 0, 1.0]
marvel	[0, 0, 1.0]
perfect	[0.5, 0.375, 0.125]
figuer	[0, 0, 1.0]
moral	[1.0, 0, 0]
lill	[0, 1.0, 0]
fall	[0.6, 0.2, 0.2]
neg	[0.6666666666666666, 0, 0.3333333333333333]
fuzzi	[0, 1.0, 0]
phenomena	[1.0, 0, 0]
maxx	[0, 0, 1.0]
chessmast	[0, 0, 1.0]
wecj	[0, 1.0, 0]
fire	[0.6666666666666666, 0, 0.3333333333333333]
mini	[0, 0.4, 0.6]
platinga	[1.0, 0, 0]
maximum	[0, 0.5, 0.5]
mram	[0, 0, 1.0]
crimin	[1.0, 0, 0]
falguier	[0, 1.0, 0]
creep	[0, 0, 1.0]
justi	[1.0, 0, 0]
opera	[0, 1.0, 0]
richard	[0.25, 0.5, 0.25]
jeffo	[0, 0, 1.0]
pant	[0, 1.0, 0]
compact	[0, 1.0, 0]
collier	[0, 1.0, 0]
communist	[1.0, 0, 0]
box	[0.11764705882352941, 0.4117647058823529, 0.47058823529411764]
meet	[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
persecut	[1.0, 0, 0]
crucial	[0.5, 0.5, 0]
wpi	[0, 0, 1.0]
ingr	[0, 0, 1.0]
pursuit	[0.5, 0, 0.5]
onlin	[0, 0, 1.0]
gtotten	[0, 1.0, 0]
psycholog	[0.6666666666666666, 0, 0.3333333333333333]
hernandez	[0, 1.0, 0]
manual	[0, 0.09090909090909091, 0.9090909090909091]
poster	[0.3333333333333333, 0.16666666666666666, 0.5]
prc	[1.0, 0, 0]
bullsey	[0, 0, 1.0]
beneath	[1.0, 0, 0]
avail	[0, 0, 1.0]
carburetor	[0, 0, 1.0]
propog	[0.5, 0.5, 0]
massei	[0, 1.0, 0]
shortest	[1.0, 0, 0]
manhattan	[1.0, 0, 0]
psi	[0, 0, 1.0]
elvira	[0, 0, 1.0]
game	[0.25, 0.16666666666666666, 0.5833333333333334]
technic	[0, 0.6666666666666666, 0.3333333333333333]
enhanc	[0, 0.4, 0.6]
protect	[0, 0, 1.0]
septemb	[1.0, 0, 0]
oil	[0, 0, 1.0]
pgpinfo	[1.0, 0, 0]
viewtek	[0, 1.0, 0]
propos	[1.0, 0, 0]
judgement	[0, 0, 1.0]
matter	[1.0, 0, 0]
herman	[0, 1.0, 0]
orang	[1.0, 0, 0]
profit	[0, 1.0, 0]
adopt	[0.5, 0.5, 0]
evil	[1.0, 0, 0]
eerp	[0, 1.0, 0]
honestli	[1.0, 0, 0]
trai	[0, 0, 1.0]
scale	[0, 0.75, 0.25]
useless	[0, 1.0, 0]
retold	[0, 0, 1.0]
battl	[0, 0, 1.0]
alloi	[0, 0, 1.0]
subtitl	[1.0, 0, 0]
mere	[0, 0, 1.0]
xyz	[0, 0, 1.0]
june	[0, 1.0, 0]
pseudo	[1.0, 0, 0]
philosophi	[1.0, 0, 0]
mass	[1.0, 0, 0]
watt	[0, 0, 1.0]
commun	[0.25, 0.25, 0.5]
summon	[1.0, 0, 0]
twisti	[0, 0, 1.0]
grant	[0, 1.0, 0]
amus	[0.5, 0.5, 0]
literatur	[0, 1.0, 0]
vali	[1.0, 0, 0]
denounc	[1.0, 0, 0]
persuad	[1.0, 0, 0]
push	[1.0, 0, 0]
predat	[0, 0.5, 0.5]
loss	[0, 1.0, 0]
somedai	[1.0, 0, 0]
video	[0, 0.6153846153846154, 0.38461538461538464]
freak	[0, 0, 1.0]
benedikt	[1.0, 0, 0]
regist	[0, 1.0, 0]
whit	[1.0, 0, 0]
percent	[0.5, 0.5, 0]
widen	[1.0, 0, 0]
citizen	[1.0, 0, 0]
salvat	[1.0, 0, 0]
enjoy	[0.5, 0, 0.5]
honer	[0, 0, 1.0]
ohiou	[0, 0, 1.0]
emphasi	[1.0, 0, 0]
deccrl	[0, 0, 1.0]
pa	[0, 0, 1.0]
lanview	[0, 0, 1.0]
dazzler	[0, 0, 1.0]
accid	[1.0, 0, 0]
seldom	[0, 1.0, 0]
jpegv	[0, 1.0, 0]
timeshar	[0, 0, 1.0]
imgarc	[0, 1.0, 0]
uumind	[0, 1.0, 0]
predominantli	[1.0, 0, 0]
stabil	[0, 0, 1.0]
consciou	[1.0, 0, 0]
dbase	[0, 0, 1.0]
mile	[0, 0.25, 0.75]
rapid	[0, 1.0, 0]
milnet	[0, 1.0, 0]
wai	[0.3333333333333333, 0.6666666666666666, 0]
inconsist	[0.5, 0.5, 0]
turf	[0, 1.0, 0]
kick	[0, 1.0, 0]
tool	[0, 0.5555555555555556, 0.4444444444444444]
darwin	[1.0, 0, 0]
retriev	[0, 1.0, 0]
app	[0, 0.2, 0.8]
ragman	[0, 0, 1.0]
toni	[0, 1.0, 0]
speci	[1.0, 0, 0]
witch	[0, 0, 1.0]
prison	[1.0, 0, 0]
luck	[0.5, 0.5, 0]
unaccept	[1.0, 0, 0]
roland	[0, 0, 1.0]
embarass	[0, 1.0, 0]
queen	[1.0, 0, 0]
garnet	[0, 0, 1.0]
evolut	[1.0, 0, 0]
planet	[1.0, 0, 0]
segment	[0.5, 0.5, 0]
convinc	[1.0, 0, 0]
terrychai	[0, 1.0, 0]
pictcompressor	[0, 1.0, 0]
pop	[0, 0.25, 0.75]
librari	[0.14285714285714285, 0.7142857142857143, 0.14285714285714285]
tini	[0, 1.0, 0]
eec	[0, 0, 1.0]
campu	[0.6666666666666666, 0, 0.3333333333333333]
magu	[0, 0, 1.0]
abort	[1.0, 0, 0]
pathet	[1.0, 0, 0]
genesi	[0, 0, 1.0]
